review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,label_agreement_level,source,confidence_score
Gulf Air,airline,13 reviewsA Davidson,2024-10-02,A very shortened Flight due to favourable Tail Winds saw us arrive  minutes early into Bangkok  excellent My goal was just to sleep on this overnight flight That goal was achieved and a comfortable  hours sleep was enjoyed The actual Seat was looking shabby  old No Food or Drink were taken so I can not comment on the service Would fly Gulf Air again if going to the UK,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Kansai International,airport,Waree Ploypetmanee,2024-06-16,Cleanliness of Terminal  toilets and food section must be improved Toilets seems to be unattended for ages floor is full of tissues and stains Bins are full Food court tables and chairs are under the same condition which is quite surprising as per Japan standard Air Conditioning is not cool enough seats at he waiting area are also not enough However I still love to come back to visit Japan again,4.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Paderborn,airport,Fabio Tröster,2018-01-27,The airport and their airlines offer a wide range of European and North African leisure destinations but also large German cities such as Frankfurt or Munich Nice little shops and restauantscafes Staff are very friendly and the waiting times as well as the walking times are unbeatable Love flying fromto the Airport,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Richmond,airport,Tim Buntin,2012-02-23,My experiences have always been pleasant Security lines are extremely short and there is a lot of open space Checking in is never a hasslewe have been able to pass by the checkin desk in  minutes or less on the worst of days Bathrooms are clean and theres always a cafe or news store open Delta seems to have the largest concentration of flights at the airport most of them being on their regional affiliates running under Delta Connection Overall the airport is very good clean and friendly,9.0,Positive,Positive,Positive,Positive,Negative,3/3,,1.0
Luxair,airline,Richard Vines,2023-10-26,The flight took off and landed on time boarding was efficient and the crew were friendly I have no complaints I ignored an offered opportunity to upgrade to business class but did take up the chance to block off the next seat for  which was great So often I have watched Luxair planes at London City and wondered how the flights would be Turns out I was impressed,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Wroclaw,airport,1 reviewsKacper Kielbaska,2015-08-26,Ive been to Wroclaw Airport  times Its fast convenient beautiful airport doesnt matter if it is arrival or departure The variety of shops and restaurants is adequate and the prices are normal airport prices A very clean terminal that is one of the prettiest terminals Ive been to Toilets are very clean Only problem is absence of air conditioning in buses between terminal and airplane its very disappointing and uncomfortable in summer,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,0.7652219999999996
Tokyo Haneda,airport,12 reviewsK Huang,2024-05-05,Departing from Terminal  for a domestic flight The airport was well connected with the public bus and train The terminal in general was clean modern and efficient Check in was fast and completely automatic via machines with ground staff was ready to help Surprising no long queue at the security and everything was smooth There were numerous comfy seats available for passengers Shopping and dining were also really good and at reasonable price,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Iran Aseman Airlines,airline,M Kleine,2014-04-06,An old Fokker  departure and arrival on time very smooth landing proficient bilingual staff and excellent food omelette with herbs coleslaw and chicken,9.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.4835999999999999
VLM Airlines,airline,M Fitzgerald,2015-06-11,Excellent flight more leg room than other airlines  cabin stewardess who was excellent and  tended to all passenger requirements served all passengers with  complimentary food with drink which is unknown nowadays Good old fashioned service and customers do count Flight from Waterford VG th June,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Golden Myanmar Airlines,airline,5 reviewsNeil Reckers,2019-04-07,Yangon to Mandalay with Golden Myanmar Airlines was very pleasant and positive The airline online booking system was good checkin counter staff very friendly and the checkin was easy The flight left the gate as per schedule and the flight was comfortable Cabin crew were friendly and efficient Passengers were served with light snacks during the approx  hrs flight,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Wideroe,airline,Andrew Davies,2023-05-19,Wonderful customer service Great staff at the airport and on the plane Even better we needed to make changes to our flight and the customer service centre responded to a web enquiry within  minutes at  oclock at night on a Friday Simple and easy to deal with and a very comfortable clean aircraft,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Helvetic Airways,airline,107 reviewsMichel Perrin,2019-04-03,Marseille to Zurich A lazy checkin not Helvetic employee who did not want to check my luggage through its final destination neither to release a lounge voucher Star Alliance Gold I finally had a great trip in this old Fokker  Crew was extremely attentive flight on time and aircraft clean as snow,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Colorado Springs,airport,William Swain,2017-12-01,I have flown into and out of the Colorado Springs twice a year since  Each time check in has been efficient and pleasant the TSA agents have been very nice and observant the airport has been clean and refreshment options have been pretty good I was last there in October of  and liked the fact that the piped in music in the waiting area was classic rock I have a high opinion of the COS airport and dont mind at all flying in and out of it,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Kunming,airport,Robert Walbeek,2015-07-13,Nice modern clean airport with plenty of checkin rows Food options fine with a McD and noodle shops WiFi not always present The only nuissance in this airport on departure is the number of times you have to show your boarding pass and passport  times yes,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Dubai World Central,airport,3 reviewsjohn tegean,2017-01-01,A wonderful airport very cosy and friendly The only drawback as it is vast it has very long walking distances The design is very Dubai in style  elegant with an affordable Duty Free You can buy almost everything in very low prices Definitely a very nice airport,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Helvetic Airways,airline,107 reviewsMichel Perrin,2019-04-03,Marseille to Zurich A lazy checkin not Helvetic employee who did not want to check my luggage through its final destination neither to release a lounge voucher Star Alliance Gold I finally had a great trip in this old Fokker  Crew was extremely attentive flight on time and aircraft clean as snow,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Jetairfly,airline,R Kallenburg,2016-10-17,Brussels to Punta Cana with Jetairfly on Boeing  I was really surprised about this professional service and crew Very good entertainment decent food new plane and friendly service I was lucky to be on a plane which was not fully booked,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
HOP!,airline,R Stack,2016-09-04,Brive to ParisOrly with HOP Seamless reservations through Air France Brive is a tiny airport and very easy to manage On time departure for Paris Both ground and cabin staff very pleasant Aircraft was aging but clean and seemed well maintained Inflight service was beverage and snack fine for a  hour flight Only drawback is the limited schedule between Orly and Brive which means I usually have to fly via Bordeaux Fares occasionally high but generally very reasonable Will certainly fly them again,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Nashville,airport,S Palen,2023-10-31,Had a great experience Going through security was fast had no wait time They had great local beers on tap and even a smoking section It costs  bucks to enter but considering I havent been in an airport that had one in  years it made the wait SO much better  will layover in,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
